1,100,2.58111,0
2,98.3461,3.80921,0
3,98.9221,2.45053,0
4,98.06,5.39789,0
5,99.4179,3.30316,0
6,91.3759,0.927711,0
7,99.3676,5.12353,0
8,100,7.50889,0
9,100,7.62951,0
10,99.9608,6.1549,0
11,90.0634,8.2338,0
12,96.1642,5.42421,0
13,94.3161,3.05591,0
14,93.7937,2.81789,0
15,99.8253,2.65053,0
16,100,1.04526,0
17,99.8443,-1.1459,0
18,95.1397,-1.14853,0
19,92.2221,-1.01579,0
20,92.8263,-1.59579,0
21,93.0116,-2.13053,0
22,97.4589,-1.63474,0
23,100,-0.137895,0
24,100,1.86316,0
25,100,-1.14526,0
26,100,-1.57579,0
27,98.3232,1.14632,0
28,98.8979,5.99368,0
29,98.2453,5.86316,0
30,100,6.85158,0
31,100,4.8421,0
32,100,8.6,0
33,98.2853,10.275,0
34,96.24,8.84105,0
35,100,5.12947,0
36,100,4.48105,14.94
37,100,6.11099,22.38
38,100,5.36842,34.47
39,100,4.15275,52.46
40,100,2.03012,53.31
41,99.6842,0.441053,55.03
42,100,0.372632,56.98
43,99.8884,2.18632,57.7
44,95.161,4.40842,57.89
45,93.3568,6.65474,59.49
46,97.3768,8.24421,51.67
47,78.2158,2.5821,52.75
48,72.2463,1.04105,54.64
49,83.9431,2.06421,56.79
50,79.6769,3.92632,65.04
51,89.1948,9.0979,67.28
52,89.2874,10.3358,67.62
53,89.4968,8.11368,67.69
54,83.7526,4.89474,67.94
55,83.8242,4.11895,68.26
56,84.1779,2.82105,68.28
57,78.0874,3.41158,68.4
58,66.6011,3.27053,68.57
59,62.46,4.02211,68.72
60,71.2853,4.14947,68.86
61,86.799,5.74632,68.94
62,74.0316,6.39263,68.97
63,79.8032,5.14316,64.95
64,77.4821,5.05263,59.97
65,86.5126,2.76737,61.27
66,81.7558,4.25368,62.14
67,82.779,3.45895,62.99
68,74.9505,5.45263,63.19
69,84.1906,5.16737,61.99
70,78.9926,5.86,58.42
71,83.4135,4.10521,59.07
72,82.3442,4.0579,61.33
73,78.9484,4.19579,67.09
74,73.1684,4.52211,70.97
75,81.0053,4.62316,71.3
76,70.3853,6.45474,71.3
77,73.0737,4.92526,71.3
78,85.3758,5.41579,71.3
79,79.4295,6.20632,71.3
80,78.9042,6.8821,71.17
81,75.9146,8.49792,47.63
82,75.179,7.55368,23.45
83,74.8726,8.46,23.36
84,79.3295,8.55684,23.36
85,79.8726,8.76211,23.36
86,77.4537,10.2768,20.52
87,78.5846,8.87802,9.72
88,80.8379,8.54842,0.54
89,79.5505,8.4121,0.43
90,77.8252,8.82707,0.43
91,84.5663,8.39733,0.43
92,73.2737,7.97043,0.36
93,77.4663,8.56319,0.52
94,73.7537,14.0838,0.49
95,80.5505,11.911,0.12
96,84.2831,9.67865,0.29
97,84.3969,9.30381,0.53
98,71.8042,8.53871,0.59
99,76.24,9.21142,0.59
100,85.0621,7.59116,0.32
101,73.3126,8.72486,0.07
102,81.3495,11.428,0.05
103,77.6479,12.8072,0.06
104,81.0842,10.9874,0.06
105,82.4,10.7705,0.06
106,90.0737,10.7958,0.07
107,88.0316,8.30421,0.07
108,75.5789,7.99684,0.07
109,77.0316,8.56316,0.06
110,73.021,11.2242,0.01
111,77.8737,9.26737,0
112,79.5158,10.3232,0
113,82.1579,10.3442,0
114,71.9579,8.25263,0
115,79.4842,6.52737,0
116,93.2632,6.46,0
117,74.3895,6.06211,0
118,72.7789,7.44842,0
119,69.9368,7.24211,0
120,84.3158,8.19789,0
121,76.8842,8.71789,0
122,69.2105,9.96,0
123,86.4632,9.78737,0.05
124,69.2632,12.2105,0.06
125,69.0737,12.4705,0.06
126,55.9053,14.5189,0.06
127,62.7553,16.6277,0.06
128,60.1789,18.5874,0
129,59.4105,20.0242,0
130,59.6842,20.0558,0
131,94.8,17.1737,0
132,93.7579,17.5874,0
133,88.5158,17.0274,0
134,92.3895,13.2474,0
135,72.7789,10.4537,0
136,76.7895,11.1642,0
137,72.2632,13.4842,0
138,74.9053,15.0211,0
139,86.5474,12.8011,0
140,90.8,12.4842,0
141,87.4316,14.7158,0
142,80.7263,17.8221,0.09
143,97.0842,13.7674,1.14
144,95.7368,13.0758,1.33
145,87,11.78,1.14
146,88.7789,12.1221,0.69
147,83.4681,14.0011,0
148,90.8526,14.9042,0
149,92.8632,14.3863,0
150,97.9368,13.4874,0
151,100,12.2745,0
152,100,12.3558,0
153,100,12.4632,0.72
154,100,11.1905,1.38
155,100,11.2063,02.02
156,100,13.9253,2.12
157,98.4421,13.6516,02.08
158,93.2947,15.6926,02.06
159,94.7474,16.6263,2.15
160,86.33,18.203,1.44
161,86.3158,15.5611,1.1
162,77.3579,16.9053,27.18
163,83.7579,18.94,43.47
164,94.6526,16.3358,45.21
165,99.1684,15.0116,44.27
166,91.4526,15.6705,40.83
167,82.4632,16.5211,16.67
168,94.6842,14.1884,3.97
169,97.4737,15.3053,1.12
170,97.5789,13.8958,0.07
171,87.2842,16.0389,0.02
172,99.9158,15.5074,0
173,92.5158,17.2632,0
174,92.5895,19.7284,0
175,94.4105,21.4463,0
176,84.2842,20.0337,0
177,82.7684,17.8547,0
178,93.5,16.2585,0
179,94.5474,17.3421,0
180,85.5789,17.3674,0.12
181,92.9368,15.6263,0.19
182,96.1158,16.7947,0.37
183,99.979,15.3126,0.31
184,86.9263,15.8547,0.37
185,86.979,17.6316,0.12
186,85.0316,18.5147,0.03
187,90.7789,17.9968,0
188,80.8526,17.9347,0
189,83.1263,18.0326,0
190,88.7158,17.9684,0
191,89.2,18.8779,0
192,92.8526,18.5179,0
193,90.8947,17.5442,0
194,80.4632,18.5884,0
195,94.8316,15.4842,0
196,84.3474,16.2011,0
197,81,17.5716,0
198,82.7368,21.1053,0
199,84.7579,22.2305,0
200,81.2,22.4253,0
201,81.6316,23.7516,0
202,82.4839,22.9344,0
203,83.5341,20.558,0
204,85.1895,19.7253,0
205,78.5158,21.5221,0
206,86.9263,19.1232,0
207,81.1789,20.3495,0
208,86.6383,18.0191,0
209,99.1789,17.0989,0
210,85.2105,19.5926,0
211,91.7368,18.5211,0
212,85.9368,19.7232,0
213,75.3474,19.3284,0
214,85.7474,16.6832,0
215,100,16.3621,0
216,98.8526,17.8305,0
217,88.0105,18.1253,0
218,87.2316,18.4874,0
219,79.8421,19.4253,0
220,98.7789,17.9958,0
221,78.9895,18.8905,0
222,79.5895,16.3863,0
223,88.9263,14.3316,0
224,96.1684,15.6821,0
225,85.8947,19.1726,0
226,84.9368,19.0895,0
227,82.3263,18.2811,0
228,80.8,16.9895,0
229,84.4842,16.7968,0
230,82.9368,17.7347,0
231,89.9053,18.2947,0
232,94.6842,17.4726,0
233,86.3579,17.7684,0
234,93.0316,17.5958,0
235,90.3474,18.8274,0
236,75.9474,21.5589,0
237,75.8842,24.7547,0
238,85.8316,22.5611,0
239,86.9684,20.5863,0
240,85.5368,22.3053,0
241,92.4632,19,0
242,88.8211,18.3642,0
243,83.6632,17.3726,0
244,85.4,18.0421,0
245,82.1053,19.2716,0
246,93.6737,15.5137,0
247,85.7684,19.081,0
248,93.2211,18.7126,0
249,100,17.2947,0
250,97.6632,20.3474,0